Date,Category,Net worth,Assets,Real estate,Consumer durables,Corporate equities and mutual fund shares,DB pension entitlements,DC pension entitlements,Unincorporated businesses,Other assets,Liabilities,Home mortgages,Consumer credit,Other liabilities
2001:Q3,Bottom50,1318753,3716280,1907906,752699,108824,194868,208030,65623,478329,2397526,1388649,952061,56816
2001:Q4,TopPt1,4217640,4245486,455559,143730,1288616,27456,38051,1099608,1192465,27846,17885,2725,7236
2001:Q4,RemainingTop1,7052012,7409389,1360467,372345,2043556,396666,363416,1461368,1411571,357377,258582,22505,76290
2001:Q4,Next9,15671298,16948636,3992780,659099,3085128,3518937,1375208,1636547,2680938,1277338,991514,133002,152822
2001:Q4,Next40,15394289,18860259,6925610,1426017,1620573,3628631,1505826,979081,2774522,3465970,2609463,746483,110024
2001:Q4,Bottom50,1297042,3754068,1916035,763109,117838,196755,213995,67503,478833,2457026,1434341,987112,35573
2002:Q1,TopPt1,4235719,4266745,466342,162544,1317858,28139,40295,1092345,1159222,31026,20397,2940,7689
2002:Q1,RemainingTop1,7166945,7535496,1423952,362642,2072164,381771,370613,1492331,1432023,368551,264821,22416,81314
2002:Q1,Next9,15921819,17223941,4112450,664336,3091785,3598107,1421079,1633590,2702595,1302122,1019509,132901,149712
2002:Q1,Next40,15629375,19174701,7099157,1439764,1616601,3654841,1557995,1001323,2805020,3545327,2698989,741325,105013
2002:Q1,Bottom50,1310958,3774587,1925920,769008,114990,198061,218413,69272,478923,2463628,1445094,983934,34600
2002:Q2,TopPt1,4103662,4136626,480926,182430,1158526,28888,37807,1095164,1152885,32965,22603,3661,6701
2002:Q2,RemainingTop1,7070644,7449660,1488812,353107,1886438,366027,344461,1529117,1481698,379016,273167,23175,82674
2002:Q2,Next9,15737013,17064926,4241497,671704,2789773,3671698,1337869,1640564,2711821,1327913,1050677,139178,138058
2002:Q2,Next40,15511109,19161984,7221802,1458069,1496651,3676671,1455835,1026433,2826523,3650875,2802826,754619,93430
2002:Q2,Bottom50,1278407,3777220,1949593,777679,101330,199194,202771,71021,475632,2498813,1475767,997010,26036
2002:Q3,TopPt1,3840329,3875003,493816,185195,875613,29649,34909,1107121,1148701,34674,23604,4125,6945
2002:Q3,RemainingTop1,6796575,7192881,1539365,346657,1549989,350143,315572,1571220,1519934,396305,285191,24103,87011
2002:Q3,Next9,15330111,16678638,4305399,696456,2273242,3745965,1246863,1656580,2754133,1348527,1072411,144828,131288
2002:Q3,Next40,15362853,19125874,7383105,1477886,1289160,3698720,1342638,1054167,2880198,3763021,2912154,765003,85864
2002:Q3,Bottom50,1267621,3828587,2027325,784589,80424,200341,185505,72751,477652,2560966,1525800,1013550,21616
2002:Q4,TopPt1,3899907,3936214,504254,189539,969042,30283,36064,1031857,1175176,36307,24846,4785,6676
2002:Q4,RemainingTop1,6982721,7395503,1589354,339571,1656505,336064,322666,1564848,1586494,412782,296767,25196,90819
2002:Q4,Next9,15658721,17035591,4370319,716006,2390927,3837467,1322753,1585010,2813109,1376870,1097065,152279,127526
2002:Q4,Next40,15638346,19522456,7564471,1492389,1331833,3733311,1399396,1058700,2942356,3884110,3023131,781211,79768
2002:Q4,Bottom50,1275141,3903445,2087401,788678,81283,202016,189390,74857,479819,2628304,1574503,1033537,20264
2003:Q1,TopPt1,3859402,3897667,514329,209981,911306,31139,36240,1050608,1144064,38265,25789,4661,7815
2003:Q1,RemainingTop1,6988823,7420620,1655792,329257,1583167,318897,319265,1611047,1603195,431797,308185,25332,98280
2003:Q1,Next9,15790847,17187752,4498866,716542,2251193,3904605,1344822,1607446,2864278,1396905,1114808,151401,130696
2003:Q1,Next40,15768372,19743834,7734693,1501624,1272152,3749450,1405740,1088529,2991646,3975462,3123980,772597,78885
2003:Q1,Bottom50,1229774,3904506,2087592,792180,73309,202927,187268,76591,484640,2674732,1614479,1035133,25120
2003:Q2,TopPt1,4166201,4209591,527413,223118,1178563,31898,39675,1077740,1131184,43390,27808,5089,10493
2003:Q2,RemainingTop1,7354945,7812806,1717397,320645,1886953,303076,342481,1662126,1580129,457861,320221,26204,111436
2003:Q2,Next9,16576656,18049618,4611956,728002,2640482,3985024,1484545,1638229,2961380,1472962,1156830,156708,159424
2003:Q2,Next40,16164339,20303004,7904986,1516499,1415364,3775181,1537129,1120764,3033081,4138665,3260651,782652,95362
2003:Q2,Bottom50,1194719,3982768,2134188,797794,82524,204239,200852,78305,484867,2788050,1682869,1051277,53904
2003:Q3,TopPt1,4277248,4323684,541775,225519,1296217,32729,40472,1095643,1091329,46436,30923,5830,9683
2003:Q3,RemainingTop1,7564191,8033191,1771383,314226,2012221,286214,344621,1708190,1596336,469000,328765,27008,113227
2003:Q3,Next9,16928153,18446867,4693920,752255,2774144,4058552,1534340,1659599,2974057,1518714,1207884,163388,147442
2003:Q3,Next40,16351129,20623705,8090442,1534997,1456595,3795444,1570339,1150654,3025234,4272576,3391448,797598,83530
2003:Q3,Bottom50,1227457,4070600,2214360,803846,82960,205324,202010,80069,482031,2843142,1731913,1065851,45378
2003:Q4,TopPt1,4556074,4610075,554665,233918,1541193,33510,43478,1101002,1102309,54001,31796,6348,15857
2003:Q4,RemainingTop1,7955876,8456872,1832746,306834,2273451,270034,365355,1747302,1661150,500996,341731,28081,131184
2003:Q4,Next9,17629552,19167499,4794103,771305,3093537,4139522,1670673,1668111,3030248,1537947,1229674,170088,138185
2003:Q4,Next40,16773670,21170141,8292173,1554283,1559396,3820968,1692629,1177267,3073425,4396471,3505740,812021,78710
2003:Q4,Bottom50,1245805,4156329,2269018,811261,89019,206627,214067,81895,484441,2910524,1786672,1086395,37457
2004:Q1,TopPt1,4998327,5054650,576780,249426,1677865,33939,43898,1139660,1333082,56323,33291,6338,16694
2004:Q1,RemainingTop1,8460756,8978896,1927432,298717,2411528,258880,366177,1805207,1910955,518140,351917,28159,138064
2004:Q1,Next9,18455361,20017284,4987794,787356,3237649,4263476,1722961,1710119,3307929,1561924,1253566,169612,138746
2004:Q1,Next40,17368957,21858485,8633677,1579236,1597282,3878516,1721473,1212957,3235344,4489528,3608552,805307,75669
2004:Q1,Bottom50,1270904,4219861,2308309,823031,89122,209265,214396,83594,492144,2948957,1821362,1087056,40539
2004:Q2,TopPt1,5062168,5122862,599784,247359,1694064,36698,44405,1239125,1261426,60694,36139,6667,17888
2004:Q2,RemainingTop1,8583486,9120622,1999445,293656,2418547,270428,365171,1897531,1875844,537135,362337,28676,146122
2004:Q2,Next9,18745792,20366842,5116458,819510,3197287,4344956,1758472,1813691,3316468,1621050,1306192,172865,141993
2004:Q2,Next40,17627884,22263419,8900244,1603099,1572079,3947795,1740166,1265253,3234783,4635535,3751118,809863,74554
2004:Q2,Bottom50,1315087,4343027,2429667,831489,83120,209894,213830,85062,489966,3027940,1885487,1096468,45985
2004:Q3,TopPt1,5236289,5297095,622178,265977,1709907,39477,44171,1339093,1276291,60805,37875,7346,15584
2004:Q3,RemainingTop1,8829840,9379180,2097794,283823,2424319,282365,360389,1990306,1940185,549340,374403,29815,145122
2004:Q3,Next9,19174318,20832663,5360312,824753,3153068,4428765,1785750,1917750,3362266,1658346,1341824,180741,135781
2004:Q3,Next40,17929099,22701419,9194962,1616362,1545161,4018847,1742550,1317855,3265683,4772320,3879614,828308,64398
2004:Q3,Bottom50,1300650,4408915,2497831,836946,76793,210542,210969,86543,489292,3108266,1945775,1118664,43827
2004:Q4,TopPt1,5580998,5644229,640789,256982,1902655,49668,49673,1384911,1359550,63231,39030,7483,16718
2004:Q4,RemainingTop1,9189835,9737617,2157347,294939,2627569,305157,400096,1989486,1963023,547782,375864,31357,140561
2004:Q4,Next9,20008277,21763233,5543163,843202,3428315,4509790,1909957,2011280,3517526,1754957,1414508,188125,152324
2004:Q4,Next40,18515920,23391356,9515104,1640736,1621541,4087195,1861686,1309658,3355436,4875436,3949689,851023,74724
2004:Q4,Bottom50,1338612,4600415,2611128,862359,85504,210907,227983,95163,507371,3261803,2061487,1142131,58185
2005:Q1,TopPt1,5656866,5715270,657658,255276,1914553,60317,52020,1439568,1335878,58404,36902,6137,15365
2005:Q1,RemainingTop1,9290695,9836563,2216117,304219,2639052,323469,412491,1993795,1947420,545868,384271,31878,129719
2005:Q1,Next9,20371883,22155483,5773859,850653,3438886,4552041,1903744,2113478,3522822,1783600,1447650,183223,152727
2005:Q1,Next40,18795234,23706080,9758885,1659242,1611627,4126478,1849070,1304044,3396735,4910846,4001688,836469,72689
2005:Q1,Bottom50,1360575,4763477,2727518,885749,85950,210010,229159,103723,521369,3402903,2198049,1147267,57587
2005:Q2,TopPt1,5916312,5977354,677017,265958,1991987,71010,55729,1540801,1374853,61042,37842,5806,17394
2005:Q2,RemainingTop1,9548202,10093893,2290694,311589,2718044,342899,437045,2025144,1968479,545691,386553,32945,126193
2005:Q2,Next9,20995240,22861171,6067065,847774,3542758,4601729,1956842,2262981,3582022,1865930,1522603,186042,157285
2005:Q2,Next40,19105349,24103628,9965973,1680265,1630018,4171358,1894474,1311691,3449849,4998278,4077147,845476,75655
2005:Q2,Bottom50,1375690,4926884,2833548,912774,89372,209308,237275,112109,532498,3551194,2328614,1162121,60459
2005:Q3,TopPt1,6148230,6211061,696161,253582,2134267,81844,60457,1657887,1326863,62832,38865,5737,18230
2005:Q3,RemainingTop1,9806779,10349519,2348242,322188,2862550,362144,466508,2066026,1921862,542740,388568,34336,119836
2005:Q3,Next9,21613756,23567136,6297984,860208,3737527,4648086,2020074,2428549,3574708,1953380,1599657,191668,162055
2005:Q3,Next40,19505669,24600082,10265001,1691213,1674653,4213729,1960318,1324137,3471030,5094413,4153306,863029,78078
2005:Q3,Bottom50,1447604,5156615,3004646,930723,95742,208458,248355,120445,548246,3709011,2461485,1183615,63911
2005:Q4,TopPt1,6317347,6382496,707092,241867,2178456,92771,64688,1718610,1379011,65149,39859,5681,19609
2005:Q4,RemainingTop1,10000470,10538983,2392843,333083,2904656,381706,493678,2074287,1958731,538513,389438,35629,113446
2005:Q4,Next9,22102948,24131735,6488423,874371,3790346,4695305,2079253,2536142,3667896,2028787,1672787,196910,159090
2005:Q4,Next40,19916630,25089429,10555759,1705828,1674537,4256707,2015906,1320736,3559956,5172798,4217711,879436,75651
2005:Q4,Bottom50,1511710,5357801,3147548,951122,97617,207596,257952,128930,567037,3846091,2583072,1202900,60119
2006:Q1,TopPt1,6781034,6850941,700138,251776,2552575,103731,68769,1745415,1428538,69907,41901,5350,22656
2006:Q1,RemainingTop1,10441572,10978390,2398116,340397,3280696,402147,520031,2062683,1974320,536818,389123,36441,111254
2006:Q1,Next9,22886376,25019497,6590920,869225,4307765,4748196,2136174,2608559,3758658,2133121,1763477,198560,171084
2006:Q1,Next40,20078305,25347102,10490512,1722846,1810264,4303863,2067402,1307618,3644597,5268797,4299346,884931,84520
